text,labels,domain,source
"Rioters Breach Nancy Pelosi's Offices, Put Feet On Desks, Leave Menacing Note Trump supporters invaded legislative offices in the U.S. Capitol, including the ones belonging to the top Democrat in Congress.",,Politics,huffpost
7 House GOPers Say They Won t Support Republican Efforts To Undermine Election Congress has only a narrow role in the presidential election process. Its job is to count the electors.,,Politics,huffpost
Senate Overrides Trump's Veto Of Defense Bill It's the first time Congress has voted to override a veto during Donald Trump's presidency.,,Politics,huffpost
Sidney Powell's Key Election Witness Is A Pro-Trump Podcaster Once Sued For Fraud Report Terpsichore Maras-Lindeman has been accused by North Dakota's attorney general of assuming false identities to deceive people.,,Politics,huffpost
Trump Mocked After He Claims Twitter Censorship Leads To Communism Doesn't Congress know that communism starts when a private corporation flags my s ty tweets? one Twitter user joked.,,Politics,huffpost
"Newsmax And Pro-Trump Media Walk Back Voting Conspiracies After Legal Threat Smartmatic, a voting systems company, has threatened multiple outlets with defamation suits.",,Politics,huffpost
"Congress Finally Reaches Deal On COVID-19 Relief With Stimulus Checks, Jobless Benefits If all goes according to plan, this deal would end a half-year stalemate between congressional leaders and President Donald Trump s administration.",,Politics,huffpost
Kushner Helped Launch Shell Company That Paid Campaign Funds To Trump Family Report A complaint to the Federal Election Commission claims American Made Media Consultants shields the identities of fund recipients.,,Politics,huffpost
"GOP Congressman-Elect Praises Maskless Trump Supporters 'This Is A Phony Pandemic' Bob Good, who is slated to represent Virginia s 5th Congressional District, praised a crowd of maskless pro-Trump rally-goers as a group of people that gets it.",,Politics,huffpost
Biden's Health Agenda Starts With Reversing Everything Trump Did In The Last 4 Years The president-elect also has to figure out how to accomplish his own plans to make health care more affordable without Congress.,,Politics,huffpost
"Tribes Want Deb Haaland For Interior Secretary. Some Biden Advisers Are Trying To Thwart Her. Anonymous Biden allies are telling news outlets the Indigenous congresswoman is not qualified. Of course it's offensive, said Rep. Raul Grijalva D-Ariz. .",,Politics,huffpost
"House Passes Historic Marijuana Decriminalization Bill Though considered to be a largely symbolic move, it nevertheless marks the first time a chamber of Congress has voted to end the federal prohibition of marijuana.",,Politics,huffpost
"Ousted Trump Campaign Manager Names Biggest Reelection Blunder I said this multiple times and he chose a different path, Brad Parscale told Fox News' Martha MacCallum.",,Politics,huffpost
Dozens Of Lawmakers Urge Biden To Pick Deb Haaland For Interior Secretary Even some Republicans are pulling for the Native American congresswoman to get a historic appointment.,,Politics,huffpost
Navajo Nation Reinstates Stay-At-Home Order As COVID-19 Cases Surge Tribal officials warned residents of new uncontrolled spread of the coronavirus in 34 communities on the reservation.,,Politics,huffpost
Ritchie Torres Never Dreamed He'd Be First Black Latino Gay Man Elected To Congress The New York Democrat aims to be an inspirational example of what is possible in America.,,Politics,huffpost
Deb Haaland 'Of Course' I'd Be Interested In Being Biden's Interior Secretary Tribal leaders are urging the president-elect to make history by picking the Native American congresswoman to oversee public lands.,,Politics,huffpost
Senate Set To Block Joe Biden At Every Turn He could be the first president in decades without his party in control of Congress.,,Politics,huffpost
A Biden Administration Could Unilaterally Undo A Bunch Of Safety Net Cuts Trump pursued a series of disability and food benefit cuts without congressional input. Biden could stop them the same way.,,Politics,huffpost
"Most QAnon Candidates Lost Their Races, But 2 Are Heading To Congress Republicans Marjorie Taylor Greene of Georgia and Lauren Boebert of Colorado both won their House races.",,Politics,huffpost
How America Learned To Stop Worrying And Love The Deficit Economists are comfortable with a big national debt. Why isn't Congress?,,Politics,huffpost
"David Attenborough Calls Out The 'Excesses' Of Capitalism In A World Facing Climate Change There should be no dominant nation on this planet, the storied broadcaster said.",,Environment,huffpost
"Doc Antle Of 'Tiger King' Indicted On Animal Cruelty, Wildlife Trafficking Charges Bhagavan 'Doc' Antle, owner of South Carolina's Myrtle Beach Safari, is accused of trafficking lion cubs and multiple animal cruelty counts.",,Environment,huffpost
"17 GOP Congressmen Vote No On Resolution Condemning QAnon Jewish groups expressed anger at those who voted against the resolution that strongly denounces the far-right, anti-Semitic conspiracy movement.",,Politics,huffpost
"Trump Holds 421 Million In Debt, Could Owe IRS 100 Million In Penalties, Times Says The bombshell report detailed the president s large debt and his increased reliance on controversial businesses he s refused to divest.",,Politics,huffpost
"Trump Blasts Bombshell Report On His 750 U.S. Tax Bills As 'Fake News' Trump paid no federal income taxes in 10 of 15 years before 2016, The New York Times reported.",,Politics,huffpost
Ocasio-Cortez Fires Back After GOP QAnon Supporter's Crude Swipe At Her Intellect House candidate Marjorie Taylor Greene's misspelled insult about dumb blondes did not land with the congresswoman.,,Politics,huffpost
"Greg Gianforte, Montana s Pseudoscience Gubernatorial Candidate From young Earth theory to climate change to COVID-19, the GOP congressman has a lot of ideas that should concern anyone who wants science-based policies.",,Politics,huffpost
Trump's Administration Secretly Took Millions From FDNY's 9 11 Health Program A New York Daily News investigation found nearly 4 million has been taken from the congressionally approved fund.,,Politics,huffpost
10 Of The Wildest And Wackiest Conspiracy Theories Pushed By Trump This Week Trump is no stranger to conspiracy-mongering -- but he outdid himself this week by pushing multiple unsubstantiated claims.,,Politics,huffpost
"Trump 'Has No Principles' And 'You Can't Trust Him,' His Sister Reportedly Said On Tape His goddamned tweets and lying, oh my God, Maryanne Trump Barry told niece Mary Trump in secret recordings, The Washington Post reported.",,Politics,huffpost
"NJ Congressman Calls For Grand Jury Criminal Probe Of Trump's Election 'Subversion' By Mail The USPS will be the heart and engine of New Jersey s and America s electoral machinery amid the pandemic, warned Rep. Bill Pascrell.",,Politics,huffpost
Fire Kills 11 Patients In Southern India COVID-19 Facility This the second fire incident at a COVID-19 facility in India this month.,,WorldNews,huffpost
"Joe Lieberman's Son Is Running For Senate. He Also Wrote A Book Filled With Racist Tropes. The president of the Georgia NAACP called the novel disturbing, and said Matt Lieberman should drop out of the contest.",,Politics,huffpost
"Navy SEALS Investigate Video Of Dogs Attacking Colin Kaepernick Stand-In The video, posted in 2019, shows military dogs attacking a man in Colin Kaepernick's San Francisco 49ers jersey during an event at the Navy SEAL Museum.",,Politics,huffpost
John Lewis Went Against Donald Trump When Few Democrats Would The congressman said that Trump was not a legitimate president even before he was sworn in.,,Politics,huffpost
"Donald Trump Poses With Goya Products One Day After Ivanka Tweets Support Both pics may violate federal regulations that forbid government employees to use their positions, titles or authority to endorse products.",,Politics,huffpost
"Joe Biden Expresses An Openness To Eliminating The Senate Filibuster I think it s going to depend on how obstreperous Republicans become, he said of nixing the longstanding rule that often throttles legislation.",,Politics,huffpost
Wisconsin Congressman Has Coughing Fit At Mask-Optional State GOP Convention Uh-oh.,,Politics,huffpost
"GOP Congressman s Argument Against Mandated Masks, Vaccinations Goes Awry This guy is an actual GOP Congressman. Such stupidity, one Twitter user said of Kentucky lawmaker Thomas Massie.",,Politics,huffpost
Is Congress Ready For QAnon? The Republican Party has a conspiracy cult problem. And it's not going away.,,Politics,huffpost
'Disturbing Ivanka Trump Emails Resurface In Wake Of Bolton Book Messages obtained by American Oversight get new attention after being highlighted on social media by former White House ethics chief Walter Shaub.,,Politics,huffpost
Lone Protester Left Bleeding After Buffalo Cops Push Him To The Ground Two police officers have been suspended after disturbing video of the incident offers a glimpse at how police are responding to peaceful demonstrations.,,Politics,huffpost
CDC Issues Alarming Triple-Fatality Report On COVID-19 Cases At Arkansas Church The contagion study is released just as Trump is demanding that churches reopen.,,Politics,huffpost
"Maxine Waters Sister Who Died Of Coronavirus Was Not Tested Before Surgery It was a matter of a couple of weeks and she was gone, the California congresswoman told MSNBC's Chris Hayes.",,Politics,huffpost
